stop_id,stop_code,stop_name,tts_stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,level_id,platform_code
0844,0844,"Mclaughlin Rd At Champlain Trail",,,  43.605326, -79.674741,,,0,,America/Toronto,1,,
0849,0849,"Rathburn Rd At East Elora Dr",,,  43.588858, -79.652446,,,0,,America/Toronto,1,,
0850,0850,"Keaton Cres At 5730 Keaton Cres",,,  43.612796, -79.681467,,,0,,America/Toronto,2,,
0851,0851,"Rathburn Rd At Confederation Pky",,,  43.589586, -79.651550,,,0,,America/Toronto,1,,
0853,0853,"Terry Fox Way At Bristol Rd",,,  43.595393, -79.684771,,,0,,America/Toronto,1,,
0854,0854,"Atwater Ave At Northaven Dr",,,  43.572156, -79.576025,,,0,,America/Toronto,1,,
0855,0855,"Dundas St At Cawthra Rd",,,  43.593482, -79.601104,,,0,,America/Toronto,1,,
0856,0856,"Dundas St East Of Cawthra Rd",,,  43.594858, -79.599524,,,0,,America/Toronto,1,,
0857,0857,"Dundas St At Haines Rd",,,  43.597381, -79.596789,,,0,,America/Toronto,1,,
0858,0858,"Dundas St At Tomken Rd",,,  43.600348, -79.593511,,,0,,America/Toronto,1,,
0859,0859,"Dundas St At Stanfield Rd",,,  43.603058, -79.590574,,,0,,America/Toronto,1,,
0860,0860,"Dundas St At Arena Rd",,,  43.605030, -79.588396,,,0,,America/Toronto,1,,
0861,0861,"Dundas St At Blundell Rd",,,  43.606581, -79.586680,,,0,,America/Toronto,1,,
0862,0862,"Dundas St At Dixie Rd",,,  43.608797, -79.584231,,,0,,America/Toronto,1,,
0863,0863,"Dundas St At Neilco Crt",,,  43.611167, -79.581474,,,0,,America/Toronto,1,,
0864,0864,"Dundas St At Mattawa Ave",,,  43.614170, -79.578268,,,0,,America/Toronto,1,,
0865,0865,"Dundas St At Coram Way",,,  43.615938, -79.576318,,,0,,America/Toronto,1,,
0866,0866,"Dundas St At Wharton Way",,,  43.618586, -79.573554,,,0,,America/Toronto,1,,
0867,0867,"Dundas St At Summerville Crt",,,  43.621902, -79.570117,,,0,,America/Toronto,1,,
0868,0868,"Dundas St East Of Southcreek Rd",,,  43.624551, -79.567364,,,0,,America/Toronto,1,,
0869,0869,"Dundas St At 2200 Dundas St",,,  43.626175, -79.565504,,,0,,America/Toronto,1,,
0870,0870,"Grossbeak Dr At Greenbelt Cres",,,  43.563382, -79.756158,,,0,,America/Toronto,1,,
0871,0871,"Dundas St At Neilson Dr",,,  43.627606, -79.562005,,,0,,America/Toronto,1,,
0872,0872,"Dundas St West Of Neilson Dr",,,  43.626423, -79.565762,,,0,,America/Toronto,1,,
0873,0873,"Dundas St At Southcreek Rd",,,  43.624583, -79.567834,,,0,,America/Toronto,1,,
0874,0874,"Dundas St At Universal Dr",,,  43.622825, -79.569748,,,0,,America/Toronto,1,,
0875,0875,"Dundas St At Wharton Way",,,  43.619438, -79.573261,,,0,,America/Toronto,1,,
0876,0876,"Dundas St At Treadwells Dr",,,  43.616603, -79.576253,,,0,,America/Toronto,1,,
0877,0877,"Dundas St At Mattawa Ave",,,  43.614710, -79.578268,,,0,,America/Toronto,1,,
0878,0878,"Dundas St At Neilco Crt",,,  43.611742, -79.581387,,,0,,America/Toronto,1,,
0879,0879,"Dixie Rd At Caterpillar Rd",,,  43.604132, -79.576188,,,0,,America/Toronto,1,,
0880,0880,"Dixie Rd At Blundell Rd",,,  43.607737, -79.581338,,,0,,America/Toronto,1,,
0881,0881,"Lakeshore Rd At St Lawrence Dr",,,  43.556741, -79.580350,,,0,,America/Toronto,1,,
0883,0883,"Turner Valley Rd At Argentia Rd",,,  43.597966, -79.742202,,,0,,America/Toronto,1,,
0885,0885,"Stanfield Rd At 2530 Stanfield Rd",,,  43.602689, -79.589058,,,0,,America/Toronto,1,,
0886,0886,"Mid-Way Blvd At Davand Dr",,,  43.667219, -79.666211,,,0,,America/Toronto,1,,
0887,0887,"Britannia Rd At Tenth Line",,,  43.564595, -79.749335,,,0,,America/Toronto,1,,
0888,0888,"Glen Erin Dr At Aquitaine Ave",,,  43.586901, -79.759526,,,0,,America/Toronto,1,,
0889,0889,"Mcdowell Dr At Yachtsman Crossing",,,  43.554715, -79.754120,,,0,,America/Toronto,1,,
0891,0891,"Creditview Rd At Bristol Rd",,,  43.586673, -79.696964,,,0,,America/Toronto,1,,
0892,0892,"Creditview Rd At Torrington Dr",,,  43.590414, -79.702074,,,0,,America/Toronto,1,,
0893,0893,"Darcel Ave At South Chigwel Crt",,,  43.720800, -79.625879,,,0,,America/Toronto,1,,
0895,0895,"Cawthra Rd South Of Needham Lane",,,  43.591508, -79.595206,,,0,,America/Toronto,1,,
0897,0897,"Colonial Dr South Of Huxley Dr",,,  43.525828, -79.704739,,,0,,America/Toronto,1,,
0898,0898,"Colonial Dr North Of The Collegeway",,,  43.525879, -79.704580,,,0,,America/Toronto,1,,
0899,0899,"Elia Ave At Hurontario St",,,  43.604730, -79.648486,,,0,,America/Toronto,1,,
0900,0900,"Mississauga Rd At Featherston Dr",,,  43.550363, -79.671030,,,0,,America/Toronto,2,,
0901,0901,"Mississauga Rd At Featherston Dr",,,  43.550310, -79.670748,,,0,,America/Toronto,1,,
0902,0902,"Burnhamthorpe Rd At Mississauga Rd",,,  43.552892, -79.676002,,,0,,America/Toronto,1,,
0903,0903,"Burnhamthorpe Rd At Promontory Dr",,,  43.556985, -79.674989,,,0,,America/Toronto,1,,
0904,0904,"Burnhamthorpe Rd At Promontory Cres",,,  43.557676, -79.674721,,,0,,America/Toronto,1,,
0909,0909,"Lakeshore Rd At Owenwood Dr",,,  43.529432, -79.609702,,,0,,America/Toronto,1,,
0910,0910,"University Of Toronto At Mississauga Campus",,,  43.547819, -79.663606,,,0,,America/Toronto,1,,
0914,0914,"Mississauga Rd At The Collegeway",,,  43.544845, -79.662327,,,0,,America/Toronto,1,,
0919,0919,"Meadowvale Town Centre Bus Terminal Platform H",,,  43.583643, -79.758506,,,0,,America/Toronto,1,,H
0920,0920,"Tranmere Dr South Of Boylen Rd",,,  43.685181, -79.666880,,,0,,America/Toronto,1,,
0921,0921,"Middlegate Rd At 1000 Middlegate Rd",,,  43.595646, -79.587283,,,0,,America/Toronto,1,,
0922,0922,"Tomken Rd South Of Derry Rd",,,  43.664786, -79.683877,,,0,,America/Toronto,1,,
0923,0923,"Terry Fox Way At Bristol Rd",,,  43.595573, -79.685511,,,0,,America/Toronto,1,,
0925,0925,"Columbus Rd North Of Mid-Way Blvd",,,  43.665072, -79.669768,,,0,,America/Toronto,1,,
0927,0927,"Burnhamthorpe Rd At Loyalist Dr",,,  43.533177, -79.703773,,,0,,America/Toronto,1,,
0928,0928,"Loyalist Dr At Sancrest Crt",,,  43.534427, -79.705071,,,0,,America/Toronto,1,,
0929,0929,"Burnhamthorpe Rd At Ridgeway Dr",,,  43.526347, -79.711361,,,0,,America/Toronto,1,,
0930,0930,"Ridgeway Dr At Drummond Rd",,,  43.527280, -79.713259,,,0,,America/Toronto,1,,
0931,0931,"Ridgeway Dr At Unity Dr",,,  43.531995, -79.716920,,,0,,America/Toronto,1,,
0932,0932,"Unity Dr At Colonial Dr",,,  43.533409, -79.715277,,,0,,America/Toronto,1,,
0934,0934,"Unity Dr At Erin Mills Twin Arena",,,  43.536083, -79.710958,,,0,,America/Toronto,1,,
0935,0935,"Unity Dr At Loyalist Dr",,,  43.537879, -79.707079,,,0,,America/Toronto,1,,
0936,0936,"Viscount Rd South Of Airway Dr",,,  43.692856, -79.622423,,,0,,America/Toronto,2,,
0937,0937,"The Collegeway At Winston Churchill Blvd",,,  43.531123, -79.692678,,,0,,America/Toronto,1,,
0941,0941,"Columbus Rd At 6830 Columbus Rd",,,  43.666561, -79.671741,,,0,,America/Toronto,1,,
0942,0942,"Columbus Rd At 6855 Columbus Rd",,,  43.668423, -79.673996,,,0,,America/Toronto,1,,
0943,0943,"Derry Rd At Tenth Line",,,  43.584074, -79.776319,,,0,,America/Toronto,1,,
0944,0944,"Ridgeway Dr At Bertrand Rd Walkway",,,  43.529758, -79.715929,,,0,,America/Toronto,1,,
0946,0946,"The Collegeway At Loyalist Dr",,,  43.530057, -79.693988,,,0,,America/Toronto,1,,
0947,0947,"Loyalist Dr At Garthwood Rd",,,  43.528567, -79.693231,,,0,,America/Toronto,1,,
0948,0948,"Garthwood Rd At Burgess Cres",,,  43.527188, -79.694298,,,0,,America/Toronto,1,,
0949,0949,"Garthwood Rd At Marmac Cres",,,  43.525504, -79.695935,,,0,,America/Toronto,1,,
0950,0950,"Garthwood Rd At Colonial Dr",,,  43.523247, -79.696355,,,0,,America/Toronto,1,,
0951,0951,"Colonial Dr At Mcmaster Rd",,,  43.522959, -79.694332,,,0,,America/Toronto,1,,
0952,0952,"Colonial Dr At Orleans Rd",,,  43.523041, -79.690524,,,0,,America/Toronto,1,,
0953,0953,"Colonial Dr At Laird Rd",,,  43.522265, -79.689144,,,0,,America/Toronto,1,,
0954,0954,"Laird Rd At Ridgeway Dr",,,  43.518675, -79.690757,,,0,,America/Toronto,1,,
0955,0955,"Ridgeway Dr At Mcmaster Rd",,,  43.518583, -79.694508,,,0,,America/Toronto,1,,
0956,0956,"Ridgeway Dr At Dovetail Mews",,,  43.519752, -79.698356,,,0,,America/Toronto,1,,
0957,0957,"Ridgeway Dr At The Collegeway",,,  43.523152, -79.704280,,,0,,America/Toronto,1,,
0958,0958,"Vega Blvd At Laird Rd",,,  43.516740, -79.691102,,,0,,America/Toronto,1,,
0959,0959,"Colonial Dr At Huxley Dr",,,  43.526920, -79.705490,,,0,,America/Toronto,1,,
0960,0960,"Colonial Dr At Jackpine Rd",,,  43.528469, -79.706627,,,0,,America/Toronto,1,,
0961,0961,"Burnhamthorpe Rd At Colonial Dr",,,  43.527885, -79.709665,,,0,,America/Toronto,1,,
0962,0962,"Loyalist Dr At Burnhamthorpe Rd",,,  43.533159, -79.704275,,,0,,America/Toronto,1,,
0964,0964,"Burnhamthorpe Rd At Erin Mills Pky",,,  43.545926, -79.683815,,,0,,America/Toronto,1,,
0965,0965,"Laird Rd At Coldstream Rd",,,  43.519953, -79.690717,,,0,,America/Toronto,1,,
0966,0966,"Columbus Rd South Of Davand Dr",,,  43.669804, -79.675556,,,0,,America/Toronto,1,,
0967,0967,"Columbus Rd At Derry Rd",,,  43.671475, -79.677603,,,0,,America/Toronto,1,,
0968,0968,"South Millway At Sanderling Cres",,,  43.547118, -79.678936,,,0,,America/Toronto,1,,
0971,0971,"Burnhamthorpe Rd At Sawmill Valley Dr",,,  43.550686, -79.676917,,,0,,America/Toronto,1,,
0973,0973,"Ridgeway Dr North Of Dovetail Mews",,,  43.521554, -79.701128,,,0,,America/Toronto,1,,
0974,0974,"Loyalist Dr At Seebring Cres",,,  43.534821, -79.705086,,,0,,America/Toronto,1,,
0975,0975,"Loyalist Dr At Osbourne Rd",,,  43.537641, -79.706208,,,0,,America/Toronto,1,,
0976,0976,"Unity Dr West Of Pepper Mill Crt",,,  43.537097, -79.708887,,,0,,America/Toronto,1,,
0977,0977,"Unity Dr At Erin Mills Twin Arena",,,  43.536125, -79.711333,,,0,,America/Toronto,1,,
0978,0978,"Columbus Rd At 6830 Columbus Rd",,,  43.668219, -79.673991,,,0,,America/Toronto,1,,
0980,0980,"Burnhamthorpe Rd At Mississauga Rd",,,  43.553325, -79.675312,,,0,,America/Toronto,1,,
0981,0981,"Burnhamthorpe Rd At Sawmill Valley Dr",,,  43.550287, -79.676696,,,0,,America/Toronto,1,,
0983,0983,"Mississauga Rd At Bridlepath Trail",,,  43.559270, -79.683291,,,0,,America/Toronto,2,,
0984,0984,"Mississauga Rd At Harkiss Rd",,,  43.549038, -79.669173,,,0,,America/Toronto,1,,
0985,0985,"Brandon Gate Dr At Sigsbee Dr",,,  43.731598, -79.632822,,,0,,America/Toronto,1,,
0986,0986,"Mississauga Rd At Bridlepath Trail",,,  43.559229, -79.682834,,,0,,America/Toronto,1,,
0987,0987,"Mississauga Rd At Lapad Crt",,,  43.557989, -79.680619,,,0,,America/Toronto,2,,
0988,0988,"Mississauga Rd At Burnhamthorpe Rd",,,  43.553127, -79.676047,,,0,,America/Toronto,1,,
0989,0989,"Mississauga Rd At Ivygate Crt",,,  43.551546, -79.672516,,,0,,America/Toronto,1,,
0990,0990,"South Common Mall Bus Terminal Platform J",,,  43.543104, -79.683730,,,0,,America/Toronto,1,,J
0991,0991,"University Of Toronto At Mississauga Campus",,,  43.547817, -79.663552,,,0,,America/Toronto,1,,
0992,0992,"Mississauga Rd At Dundas St",,,  43.543118, -79.660133,,,0,,America/Toronto,1,,
0993,0993,"Mississauga Rd At Dundas St",,,  43.543068, -79.659730,,,0,,America/Toronto,1,,
0994,0994,"Mississauga Rd At Outer Cir",,,  43.548952, -79.668822,,,0,,America/Toronto,1,,
0995,0995,"Mississauga Rd At Sawmill Valley Dr",,,  43.551810, -79.673082,,,0,,America/Toronto,1,,
0996,0996,"Mississauga Rd At Burnhamthorpe Rd",,,  43.553142, -79.675301,,,0,,America/Toronto,1,,
0997,0997,"Mississauga Rd South Of Paddock Cres Walkway",,,  43.558404, -79.681198,,,0,,America/Toronto,2,,
0998,0998,"Winston Churchill Blvd North Of Dundas St",,,  43.523479, -79.682337,,,0,,America/Toronto,1,,
0999,0999,"Mid-Way Blvd East Of Columbus Rd",,,  43.665225, -79.668215,,,0,,America/Toronto,1,,
1002,1002,"Dundas St At Winston Churchill Blvd",,,  43.523322, -79.681389,,,0,,America/Toronto,1,,
1004,1004,"Mid-Way Blvd West Of Davand Dr",,,  43.666179, -79.667375,,,0,,America/Toronto,1,,
1005,1005,"Rathburn Rd At Centre View Dr",,,  43.597795, -79.643431,,,0,,America/Toronto,1,,
1006,1006,"Dundas St At Dunwin Dr",,,  43.532897, -79.670809,,,0,,America/Toronto,1,,
1007,1007,"Glen Erin Dr At Dundas St",,,  43.531382, -79.673750,,,0,,America/Toronto,1,,
1008,1008,"Glen Erin Dr At Dunwin Dr",,,  43.533111, -79.676844,,,0,,America/Toronto,1,,
1009,1009,"Glen Erin Dr At Council Ring Rd",,,  43.534365, -79.678623,,,0,,America/Toronto,1,,
1011,1011,"Meadowvale Blvd West Of Syntex Dr",,,  43.605042, -79.760987,,,0,,America/Toronto,1,,
1012,1012,"Meadowvale Blvd At Rapistan Crt",,,  43.604222, -79.764695,,,0,,America/Toronto,1,,
1013,1013,"South Common Centre Bus Terminal Platform E",,,  43.543631, -79.684118,,,0,,America/Toronto,1,,E
1014,1014,"South Common Centre Bus Terminal Platform D",,,  43.543439, -79.683840,,,0,,America/Toronto,1,,D
1015,1015,"South Millway West Of The Collegeway",,,  43.541342, -79.682350,,,0,,America/Toronto,1,,
1016,1016,"The Collegeway South Of South Millway",,,  43.540145, -79.681727,,,0,,America/Toronto,1,,
1018,1018,"Glen Erin Dr At The Collegeway",,,  43.536171, -79.685378,,,0,,America/Toronto,1,,
1019,1019,"Glen Erin Dr At Council Ring Rd",,,  43.534642, -79.679199,,,0,,America/Toronto,1,,
1020,1020,"Glen Erin Dr At Dunwin Dr",,,  43.533281, -79.677582,,,0,,America/Toronto,1,,
1021,1021,"Glen Erin Dr At Motorway Blvd",,,  43.532057, -79.675320,,,0,,America/Toronto,1,,
1023,1023,"Winston Churchill Blvd At Laird Rd",,,  43.525126, -79.684626,,,0,,America/Toronto,1,,
1024,1024,"Winston Churchill Blvd At Frankston Rd",,,  43.527265, -79.687577,,,0,,America/Toronto,1,,
1025,1025,"The Collegeway At Windjammer Rd",,,  43.535495, -79.687621,,,0,,America/Toronto,1,,
1026,1026,"The Collegeway At Glen Erin Dr",,,  43.536394, -79.685918,,,0,,America/Toronto,1,,
1027,1027,"The Collegeway At Hornbeam Cres",,,  43.537391, -79.683409,,,0,,America/Toronto,1,,
1028,1028,"The Collegeway East Of Hornbeam Cres",,,  43.539783, -79.681513,,,0,,America/Toronto,1,,
1029,1029,"South Millway North Of The Collegeway",,,  43.541854, -79.683101,,,0,,America/Toronto,1,,
1030,1030,"The Collegeway At South Millway",,,  43.545229, -79.676869,,,0,,America/Toronto,1,,
1032,1032,"South Millway At South Buttonbush Cres",,,  43.540818, -79.678277,,,0,,America/Toronto,1,,
1033,1033,"South Millway At Fifth Line West",,,  43.539554, -79.674240,,,0,,America/Toronto,1,,
1034,1034,"Erin Mills Pky South Of South Millway",,,  43.539931, -79.671043,,,0,,America/Toronto,1,,
1035,1035,"Dundas St At Mississauga Rd",,,  43.542323, -79.659957,,,0,,America/Toronto,1,,
1036,1036,"Dundas St At Redstart Dr",,,  43.539304, -79.663524,,,0,,America/Toronto,1,,
1037,1037,"Dundas St West Of Erin Mills Pky",,,  43.536464, -79.666959,,,0,,America/Toronto,1,,
1039,1039,"South Millway At Fifth Line West",,,  43.540179, -79.674152,,,0,,America/Toronto,1,,
1040,1040,"South Millway At South Buttonbush Cres",,,  43.540869, -79.678085,,,0,,America/Toronto,1,,
1043,1043,"The Collegeway At Glen Erin Dr",,,  43.536516, -79.686374,,,0,,America/Toronto,1,,
1044,1044,"The Collegeway At Spruce Needle Dr",,,  43.535711, -79.687616,,,0,,America/Toronto,1,,
1045,1045,"The Collegeway At Council Ring Rd",,,  43.532305, -79.691366,,,0,,America/Toronto,1,,
1046,1046,"Winston Churchill Blvd At Orleans Rd",,,  43.527275, -79.687975,,,0,,America/Toronto,1,,
1047,1047,"Winston Churchill Blvd South Of Laird Rd",,,  43.524434, -79.684124,,,0,,America/Toronto,1,,
1048,1048,"The Collegeway At Council Ring Rd",,,  43.531937, -79.691423,,,0,,America/Toronto,1,,
1049,1049,"The Collegeway At South Common Centre Access Rd",,,  43.543395, -79.680926,,,0,,America/Toronto,1,,
1051,1051,"Meadowvale Blvd At Meadowpine Blvd",,,  43.604541, -79.768681,,,0,,America/Toronto,1,,
1053,1053,"Meadowpine Blvd At East Danbro Cres",,,  43.603560, -79.775051,,,0,,America/Toronto,1,,
1054,1054,"The Collegeway South Of South Millway",,,  43.544806, -79.669431,,,0,,America/Toronto,1,,
1055,1055,"The Collegeway At Broad Hollow Gate",,,  43.544117, -79.666770,,,0,,America/Toronto,1,,
1056,1056,"Meadowpine Blvd At Danbro Cres",,,  43.603152, -79.777852,,,0,,America/Toronto,1,,
1057,1057,"Meadowpine Blvd At East Danbro Cres",,,  43.603425, -79.774179,,,0,,America/Toronto,1,,
1058,1058,"Meadowpine Blvd At Meadowvale Blvd",,,  43.605058, -79.769995,,,0,,America/Toronto,1,,
1059,1059,"Meadowvale Blvd At Rapistan Crt",,,  43.603928, -79.765359,,,0,,America/Toronto,1,,
1060,1060,"Meadowvale Blvd East Of Rapistan Crt",,,  43.604449, -79.761966,,,0,,America/Toronto,1,,
1061,1061,"Meadows Blvd At Prince George Ave",,,  43.601473, -79.629738,,,0,,America/Toronto,1,,
1062,1062,"South Common Centre Bus Terminal Platform H",,,  43.543566, -79.684266,,,0,,America/Toronto,1,,H
1063,1063,"The Collegeway At South Common Centre Access Rd",,,  43.543371, -79.680640,,,0,,America/Toronto,1,,
1066,1066,"Meadows Blvd At Prince George Ave",,,  43.601707, -79.629770,,,0,,America/Toronto,1,,
1067,1067,"Fairwind Dr At Ceremonial Dr",,,  43.604703, -79.662228,,,0,,America/Toronto,2,,
1068,1068,"Eglinton Ave At Tomken Rd",,,  43.627597, -79.630037,,,0,,America/Toronto,1,,
1071,1071,"The Collegeway At South Millway",,,  43.545445, -79.677049,,,0,,America/Toronto,1,,
1072,1072,"The Collegeway West Of Broad Hollow Gate",,,  43.545250, -79.670832,,,0,,America/Toronto,1,,
1073,1073,"South Common Centre Bus Terminal Platform F",,,  43.543733, -79.684251,,,0,,America/Toronto,1,,F
1087,1087,"The Collegeway At Broad Hollow Gate",,,  43.543991, -79.666282,,,0,,America/Toronto,1,,
1088,1088,"Renforth Station West Platform 1",,,  43.663275, -79.591034,,,0,,America/Toronto,1,,1
1089,1089,"South Common Centre Bus Terminal Platform K",,,  43.542899, -79.683341,,,0,,America/Toronto,1,,K
1090,1090,"South Millway At The Collegeway",,,  43.541451, -79.681121,,,0,,America/Toronto,1,,
1091,1091,"Dixie Rd At Dundas St",,,  43.608889, -79.582950,,,0,,America/Toronto,1,,
1094,1094,"The Collegeway East Of South Millway",,,  43.545830, -79.675734,,,0,,America/Toronto,1,,
1095,1095,"Dundas St West Of Woodchester Dr",,,  43.525206, -79.679244,,,0,,America/Toronto,1,,
1096,1096,"Winston Churchill Blvd At The Collegeway",,,  43.530730, -79.692307,,,0,,America/Toronto,1,,
1098,1098,"Winston Churchill Blvd At Laird Rd",,,  43.525581, -79.685636,,,0,,America/Toronto,1,,
1099,1099,"South Common Centre Bus Terminal Platform A",,,  43.542990, -79.683135,,,0,,America/Toronto,1,,A
1100,1100,"Dundas St At Robinson St",,,  43.546201, -79.652838,,,0,,America/Toronto,1,,
1101,1101,"Dundas St At Dundas Cres",,,  43.548989, -79.650277,,,0,,America/Toronto,1,,
1102,1102,"Dundas St At Nanticoke Rd",,,  43.544859, -79.655033,,,0,,America/Toronto,1,,
1103,1103,"Hurontario St At Matthews Gate",,,  43.591924, -79.633151,,,0,,America/Toronto,1,,
1104,1104,"Hurontario St At John St",,,  43.583779, -79.621653,,,0,,America/Toronto,1,,
1105,1105,"Hurontario St At Elm Dr",,,  43.590806, -79.631455,,,0,,America/Toronto,1,,
1106,1106,"Dundas St West Of Erindale Station Rd",,,  43.556534, -79.644129,,,0,,America/Toronto,1,,
1107,1107,"Hurontario St At Central Pky",,,  43.589323, -79.629494,,,0,,America/Toronto,1,,
1108,1108,"The Credit Woodlands At Credit Heights Dr",,,  43.554497, -79.653076,,,0,,America/Toronto,1,,
1109,1109,"Hurontario St At Fairview Rd",,,  43.587575, -79.627068,,,0,,America/Toronto,1,,
1110,1110,"Forestwood Dr At Lindenlea Dr",,,  43.557146, -79.651667,,,0,,America/Toronto,1,,
1112,1112,"Forestwood Dr At Erindale Station Rd",,,  43.559017, -79.645484,,,0,,America/Toronto,1,,
1113,1113,"Hurontario St At Hillcrest Ave",,,  43.582982, -79.620571,,,0,,America/Toronto,1,,
1114,1114,"Forestwood Dr At Jessica Crt",,,  43.560641, -79.644222,,,0,,America/Toronto,1,,
1115,1115,"Hurontario St South Of Hillcrest Ave",,,  43.581593, -79.618596,,,0,,America/Toronto,1,,
1116,1116,"Mcbride Ave At Westlock Rd",,,  43.564951, -79.643952,,,0,,America/Toronto,1,,
1117,1117,"Mcbride Ave At Eaglemount Cres",,,  43.564662, -79.646918,,,0,,America/Toronto,1,,
1118,1118,"Mcbride Ave At Erindale Station Rd",,,  43.562975, -79.650435,,,0,,America/Toronto,1,,
1119,1119,"Mcbride Ave At Carillion Ave",,,  43.561525, -79.652721,,,0,,America/Toronto,1,,
1120,1120,"Mcbride Ave At Ellengale Dr",,,  43.560317, -79.655645,,,0,,America/Toronto,1,,
1121,1121,"Mcbride Ave At The Credit Woodlands",,,  43.559459, -79.656950,,,0,,America/Toronto,1,,
1122,1122,"The Credit Woodlands At Queenston Dr",,,  43.559059, -79.661233,,,0,,America/Toronto,1,,
1123,1123,"Queenston Dr At Fellmore Dr",,,  43.560659, -79.661024,,,0,,America/Toronto,1,,
1124,1124,"Queenston Dr At Ashcroft Cres",,,  43.563115, -79.663149,,,0,,America/Toronto,1,,
1125,1125,"Queenston Dr At Freeport Dr",,,  43.564266, -79.666875,,,0,,America/Toronto,1,,
1126,1126,"Queenston Dr At The Credit Woodlands",,,  43.563260, -79.668631,,,0,,America/Toronto,1,,
1127,1127,"Burnhamthorpe Rd At The Credit Woodlands",,,  43.564075, -79.669059,,,0,,America/Toronto,1,,
1128,1128,"Burnhamthorpe Rd At Erindale Station Rd",,,  43.570525, -79.661548,,,0,,America/Toronto,1,,
1129,1129,"Burnhamthorpe Rd At Perivale Rd",,,  43.573066, -79.658668,,,0,,America/Toronto,1,,
1130,1130,"Burnhamthorpe Rd At Wolfedale Rd",,,  43.576042, -79.655234,,,0,,America/Toronto,1,,
1131,1131,"Burnhamthorpe Rd At Mavis Rd",,,  43.579062, -79.651760,,,0,,America/Toronto,1,,
1132,1132,"Burnhamthorpe Rd At Grand Park Dr",,,  43.581480, -79.649068,,,0,,America/Toronto,1,,
1133,1133,"Renforth Station East Platform 7",,,  43.663139, -79.590895,,,0,,America/Toronto,1,,7
1134,1134,"Mcbride Ave At Forestwood Dr",,,  43.563540, -79.641941,,,0,,America/Toronto,1,,
1135,1135,"Burnhamthorpe Rd At Confederation Pky",,,  43.585015, -79.645086,,,0,,America/Toronto,1,,
1136,1136,"Sheridan Park Dr At Winston Churchill Blvd",,,  43.516074, -79.671973,,,0,,America/Toronto,1,,
1138,1138,"Mavis Rd South Of Derry Rd",,,  43.631951, -79.722180,,,0,,America/Toronto,1,,
1139,1139,"Colonial Dr At Huxley Dr",,,  43.527004, -79.705749,,,0,,America/Toronto,1,,
1140,1140,"Mavis Rd South Of White Clover Way",,,  43.589109, -79.665081,,,0,,America/Toronto,1,,
1141,1141,"Dundas St At Ridgeway Dr",,,  43.518030, -79.687146,,,0,,America/Toronto,1,,
1142,1142,"Wolfedale Rd At Dundas St",,,  43.563595, -79.636677,,,0,,America/Toronto,1,,
1143,1143,"Wolfedale Rd At Forestwood Dr",,,  43.564934, -79.638643,,,0,,America/Toronto,1,,
1144,1144,"Mcbride Ave At Erindale Station Rd",,,  43.562689, -79.650652,,,0,,America/Toronto,1,,
1145,1145,"Mcbride Ave At Grechen Rd",,,  43.563414, -79.649406,,,0,,America/Toronto,1,,
1146,1146,"Mcbride Ave At Westlock Rd",,,  43.564786, -79.643955,,,0,,America/Toronto,1,,
1147,1147,"Mcbride Ave At Forestwood Dr",,,  43.563433, -79.642005,,,0,,America/Toronto,1,,
1148,1148,"Edwards Blvd At Derry Rd",,,  43.648738, -79.703649,,,0,,America/Toronto,1,,
1149,1149,"Lisgar Dr At Doug Leavens Blvd",,,  43.567734, -79.773962,,,0,,America/Toronto,1,,
1150,1150,"Glen Erin Dr South Of Motorway Blvd",,,  43.531074, -79.673633,,,0,,America/Toronto,1,,
1151,1151,"Burnhamthorpe Rd East Of Glen Erin Dr",,,  43.543524, -79.689786,,,0,,America/Toronto,1,,
1152,1152,"Dundas St At Parkerhill Rd",,,  43.575657, -79.621838,,,0,,America/Toronto,1,,
1153,1153,"Dundas St At Breakwater Crt",,,  43.573836, -79.623966,,,0,,America/Toronto,1,,
1154,1154,"Edwards Blvd At Export Blvd",,,  43.649647, -79.704795,,,0,,America/Toronto,1,,
1157,1157,"Winterton Way At Ceremonial Dr",,,  43.597630, -79.673423,,,0,,America/Toronto,1,,
1158,1158,"Britannia Rd At Belgrave Rd",,,  43.615030, -79.692522,,,0,,America/Toronto,1,,
1159,1159,"Terry Fox Way At Windsor Hill Blvd",,,  43.593413, -79.682498,,,0,,America/Toronto,1,,
1160,1160,"Winterton Way East Of Terry Fox Way",,,  43.592274, -79.678942,,,0,,America/Toronto,1,,
1161,1161,"Winterton Way At Heatherleigh Ave",,,  43.593749, -79.677250,,,0,,America/Toronto,1,,
1162,1162,"Winterton Way At Mavis Rd",,,  43.595456, -79.675379,,,0,,America/Toronto,1,,
1163,1163,"Edwards Blvd At Export Blvd",,,  43.649564, -79.705358,,,0,,America/Toronto,1,,
1164,1164,"Colonial Dr At Brett Rd",,,  43.528156, -79.706585,,,0,,America/Toronto,1,,
1165,1165,"Burnhamthorpe Rd At Central Pky",,,  43.568731, -79.663608,,,0,,America/Toronto,1,,
1166,1166,"Burnhamthorpe Rd At Creditview Rd",,,  43.568746, -79.664200,,,0,,America/Toronto,1,,
1167,1167,"Burnhamthorpe Rd At Erindale Go Station",,,  43.566847, -79.665931,,,0,,America/Toronto,1,,
