route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
39,25OC27-MABlock-Weekday-21,28936928,39 E Britannia To Renforth Station,,0,2713015,390162,1,1
39,25OC27-MABlock-Weekday-21,28936929,39 E Britannia To Renforth Station,,0,2712971,390162,1,1
39,25OC27-MABlock-Weekday-21,28936930,39 E Britannia To Renforth Station,,0,2713886,390162,1,1
39,25OC27-MABlock-Weekday-21,28936931,39 E Britannia To Renforth Station,,0,2713888,390162,1,1
39,25OC27-MABlock-Weekday-21,28936932,39 E Britannia To Renforth Station,,0,2713015,390162,1,1
11,25OC27-MABlock-Weekday-21,28936933,11 N Westwood To Westwood,,0,2712980,110204,1,1
11,25OC27-MABlock-Weekday-21,28936934,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936935,11 N Westwood To Westwood,,0,2712981,110204,1,1
11,25OC27-MABlock-Weekday-21,28936936,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936937,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936938,11 N Westwood To Westwood,,0,2712980,110204,1,1
11,25OC27-MABlock-Weekday-21,28936939,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936940,11 N Westwood To Westwood,,0,2712981,110204,1,1
11,25OC27-MABlock-Weekday-21,28936941,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936942,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936943,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936944,11 N Westwood To Westwood,,0,2712980,110204,1,1
11,25OC27-MABlock-Weekday-21,28936945,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936946,11 N Westwood To Westwood,,0,2712981,110204,1,1
11,25OC27-MABlock-Weekday-21,28936947,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936948,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936949,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936950,11 N Westwood To Westwood,,0,2712980,110204,1,1
11,25OC27-MABlock-Weekday-21,28936951,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936952,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936953,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936954,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936955,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936956,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936957,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936958,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936959,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936960,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936961,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936962,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936963,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936964,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936965,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936966,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936967,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936968,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936969,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936970,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936971,11 N Westwood To Westwood,,0,2712987,110204,1,1
11,25OC27-MABlock-Weekday-21,28936972,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936973,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936974,11 N Westwood To Westwood,,0,2712986,110204,1,1
11,25OC27-MABlock-Weekday-21,28936975,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936976,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936977,11 N Westwood To Westwood,,0,2712987,110204,1,1
11,25OC27-MABlock-Weekday-21,28936978,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936979,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936980,11 N Westwood To Westwood,,0,2712986,110204,1,1
11,25OC27-MABlock-Weekday-21,28936981,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936982,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936983,11 N Westwood To Westwood,,0,2712987,110204,1,1
11,25OC27-MABlock-Weekday-21,28936984,11 N Westwood To Westwood,,0,2712983,110204,1,1
11,25OC27-MABlock-Weekday-21,28936985,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936986,11 N Westwood To Westwood,,0,2712986,110204,1,1
11,25OC27-MABlock-Weekday-21,28936987,11 N Westwood To Westwood,,0,2712982,110204,1,1
11,25OC27-MABlock-Weekday-21,28936988,11 N Westwood To Westwood,,0,2712984,110204,1,1
11,25OC27-MABlock-Weekday-21,28936989,11 N Westwood To Westwood,,0,2712987,110204,1,1
11,25OC27-MABlock-Weekday-21,28936990,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936991,11 N Westwood To Westwood,,0,2712986,110204,1,1
11,25OC27-MABlock-Weekday-21,28936992,11 N Westwood To Westwood,,0,2713881,110204,1,1
11,25OC27-MABlock-Weekday-21,28936993,11 N Westwood To Westwood,,0,2712987,110204,1,1
11,25OC27-MABlock-Weekday-21,28936994,11 N Westwood To Westwood,,0,2712985,110204,1,1
11,25OC27-MABlock-Weekday-21,28936995,11 N Westwood To Westwood,,0,2712986,110204,1,1
11,25OC27-MABlock-Weekday-21,28936996,11 N Westwood To Westwood,,0,2713881,110204,1,1
11,25OC27-MABlock-Weekday-21,28936997,11 N Westwood To Westwood,,0,2712987,110204,1,1
11,25OC27-MABlock-Weekday-21,28936998,11 N Westwood To Westwood,,0,2713891,110204,1,1
11,25OC27-MABlock-Weekday-21,28936999,11 N Westwood To Westwood,,0,2713881,110204,1,1
11,25OC27-MABlock-Weekday-21,28937000,11 N Westwood To Westwood,,0,2713890,110204,1,1
11,25OC27-MABlock-Weekday-21,28937001,11 N Westwood To Westwood,,0,2713891,110204,1,1
11,25OC27-MABlock-Weekday-21,28937002,11 N Westwood To Westwood,,0,2713881,110204,1,1
11,25OC27-MABlock-Weekday-21,28937003,11 N Westwood To Westwood,,0,2713890,110204,1,1
11,25OC27-MABlock-Weekday-21,28937004,11 N Westwood To Westwood,,0,2713891,110204,1,1
11,25OC27-MABlock-Weekday-21,28937005,11 N Westwood To Westwood,,0,2713881,110204,1,1
11,25OC27-MABlock-Weekday-21,28937006,11 N Westwood To Westwood,,0,2713891,110204,1,1
11,25OC27-MABlock-Weekday-21,28937007,11 N Westwood To Westwood,,0,2713881,110204,1,1
11,25OC27-MABlock-Weekday-21,28937008,11 N Westwood To Westwood,,0,2713891,110204,1,1
11,25OC27-MABlock-Weekday-21,28937009,11 N Westwood To Westwood,,0,2713881,110204,1,1
11,25OC27-MABlock-Weekday-21,28937010,11 S Westwood To Kipling Terminal,,1,2712980,110205,1,1
11,25OC27-MABlock-Weekday-21,28937011,11 S Westwood To Kipling Terminal,,1,2712981,110205,1,1
11,25OC27-MABlock-Weekday-21,28937012,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937013,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937014,11 S Westwood To Kipling Terminal,,1,2712980,110205,1,1
11,25OC27-MABlock-Weekday-21,28937015,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937016,11 S Westwood To Kipling Terminal,,1,2712981,110205,1,1
11,25OC27-MABlock-Weekday-21,28937017,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937018,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937019,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937020,11 S Westwood To Kipling Terminal,,1,2712980,110205,1,1
11,25OC27-MABlock-Weekday-21,28937021,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937022,11 S Westwood To Kipling Terminal,,1,2712981,110205,1,1
11,25OC27-MABlock-Weekday-21,28937023,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937024,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937025,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937026,11 S Westwood To Kipling Terminal,,1,2712980,110205,1,1
11,25OC27-MABlock-Weekday-21,28937027,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937028,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937029,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937030,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937031,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937032,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937033,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937034,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937035,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937036,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937037,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937038,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937039,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937040,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937041,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937042,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937043,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937044,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937045,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937046,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937047,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937048,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937049,11 S Westwood To Kipling Terminal,,1,2712986,110205,1,1
11,25OC27-MABlock-Weekday-21,28937050,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937051,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937052,11 S Westwood To Kipling Terminal,,1,2712987,110205,1,1
11,25OC27-MABlock-Weekday-21,28937053,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937054,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937055,11 S Westwood To Kipling Terminal,,1,2712986,110205,1,1
11,25OC27-MABlock-Weekday-21,28937056,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937057,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937058,11 S Westwood To Kipling Terminal,,1,2712987,110205,1,1
11,25OC27-MABlock-Weekday-21,28937059,11 S Westwood To Kipling Terminal,,1,2712983,110205,1,1
11,25OC27-MABlock-Weekday-21,28937060,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937061,11 S Westwood To Kipling Terminal,,1,2712986,110205,1,1
11,25OC27-MABlock-Weekday-21,28937062,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937063,11 S Westwood To Kipling Terminal,,1,2712984,110205,1,1
11,25OC27-MABlock-Weekday-21,28937064,11 S Westwood To Kipling Terminal,,1,2712987,110205,1,1
11,25OC27-MABlock-Weekday-21,28937065,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937066,11 S Westwood To Kipling Terminal,,1,2712986,110205,1,1
11,25OC27-MABlock-Weekday-21,28937067,11 S Westwood To Kipling Terminal,,1,2712982,110205,1,1
11,25OC27-MABlock-Weekday-21,28937068,11 S Westwood To Kipling Terminal,,1,2712987,110205,1,1
11,25OC27-MABlock-Weekday-21,28937069,11 S Westwood To Kipling Terminal,,1,2712985,110205,1,1
11,25OC27-MABlock-Weekday-21,28937070,11 S Westwood To Kipling Terminal,,1,2712986,110205,1,1
11,25OC27-MABlock-Weekday-21,28937071,11 S Westwood To Kipling Terminal,,1,2713881,110205,1,1
11,25OC27-MABlock-Weekday-21,28937072,11 S Westwood To Kipling Terminal,,1,2712987,110205,1,1
11,25OC27-MABlock-Weekday-21,28937073,11 S Westwood To Kipling Terminal,,1,2712986,110205,1,1
11,25OC27-MABlock-Weekday-21,28937074,11 S Westwood To Kipling Terminal,,1,2713881,110205,1,1
11,25OC27-MABlock-Weekday-21,28937075,11 S Westwood To Kipling Terminal,,1,2713890,110205,1,1
11,25OC27-MABlock-Weekday-21,28937076,11 S Westwood To Kipling Terminal,,1,2713891,110205,1,1
11,25OC27-MABlock-Weekday-21,28937077,11 S Westwood To Kipling Terminal,,1,2713881,110205,1,1
11,25OC27-MABlock-Weekday-21,28937078,11 S Westwood To Kipling Terminal,,1,2713890,110205,1,1
11,25OC27-MABlock-Weekday-21,28937079,11 S Westwood To Kipling Terminal,,1,2713891,110205,1,1
11,25OC27-MABlock-Weekday-21,28937080,11 S Westwood To Kipling Terminal,,1,2713881,110205,1,1
11,25OC27-MABlock-Weekday-21,28937081,11 S Westwood To Kipling Terminal,,1,2713891,110205,1,1
11,25OC27-MABlock-Weekday-21,28937082,11 S Westwood To Kipling Terminal,,1,2713881,110205,1,1
11,25OC27-MABlock-Weekday-21,28937083,11 S Westwood To Kipling Terminal,,1,2713891,110205,1,1
11,25OC27-MABlock-Weekday-21,28937084,11 S Westwood To Kipling Terminal,,1,2713881,110205,1,1
30,25OC27-MABlock-Weekday-21,28937085,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937086,30 W Rexdale To Westwood,,1,2713004,300090,1,1
30,25OC27-MABlock-Weekday-21,28937087,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937088,30 W Rexdale To Westwood,,1,2713000,300090,1,1
30,25OC27-MABlock-Weekday-21,28937089,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937090,30 W Rexdale To Westwood,,1,2713000,300090,1,1
30,25OC27-MABlock-Weekday-21,28937091,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937092,30 W Rexdale To Westwood,,1,2713000,300090,1,1
30,25OC27-MABlock-Weekday-21,28937093,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937094,30 W Rexdale To Westwood,,1,2713000,300090,1,1
30,25OC27-MABlock-Weekday-21,28937095,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937096,30 W Rexdale To Westwood,,1,2713000,300091,1,1
30,25OC27-MABlock-Weekday-21,28937097,30 W Rexdale To Westwood,,1,2713003,300091,1,1
30,25OC27-MABlock-Weekday-21,28937098,30 W Rexdale To Westwood,,1,2713000,300091,1,1
30,25OC27-MABlock-Weekday-21,28937099,30 W Rexdale To Westwood,,1,2713003,300091,1,1
30,25OC27-MABlock-Weekday-21,28937100,30 W Rexdale To Westwood,,1,2713000,300091,1,1
30,25OC27-MABlock-Weekday-21,28937101,30 W Rexdale To Westwood,,1,2713003,300091,1,1
30,25OC27-MABlock-Weekday-21,28937102,30 W Rexdale To Westwood,,1,2713000,300090,1,1
30,25OC27-MABlock-Weekday-21,28937103,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937104,30 W Rexdale To Westwood,,1,2713887,300090,1,1
30,25OC27-MABlock-Weekday-21,28937105,30 W Rexdale To Westwood,,1,2713003,300090,1,1
30,25OC27-MABlock-Weekday-21,28937106,30 W Rexdale To Westwood,,1,2713887,300090,1,1
30,25OC27-MABlock-Weekday-21,28937107,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937108,30 E Rexdale To Bergamot,,0,2713004,300093,1,1
30,25OC27-MABlock-Weekday-21,28937109,30 E Rexdale To Bergamot,,0,2713003,300093,1,1
30,25OC27-MABlock-Weekday-21,28937110,30 E Rexdale To Bergamot,,0,2713004,300093,1,1
30,25OC27-MABlock-Weekday-21,28937111,30 E Rexdale To Bergamot,,0,2713003,300093,1,1
30,25OC27-MABlock-Weekday-21,28937112,30 E Rexdale To Bergamot,,0,2713000,300093,1,1
30,25OC27-MABlock-Weekday-21,28937113,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937114,30 E Rexdale To Bergamot,,0,2713000,300092,1,1
30,25OC27-MABlock-Weekday-21,28937115,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937116,30 E Rexdale To Bergamot,,0,2713000,300092,1,1
30,25OC27-MABlock-Weekday-21,28937117,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937118,30 E Rexdale To Bergamot,,0,2713000,300092,1,1
30,25OC27-MABlock-Weekday-21,28937119,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937120,30 E Rexdale To Bergamot,,0,2713000,300092,1,1
30,25OC27-MABlock-Weekday-21,28937121,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937122,30 E Rexdale To Bergamot,,0,2713000,300092,1,1
30,25OC27-MABlock-Weekday-21,28937123,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937124,30 E Rexdale To Bergamot,,0,2713000,300092,1,1
30,25OC27-MABlock-Weekday-21,28937125,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937126,30 E Rexdale To Bergamot,,0,2713887,300092,1,1
30,25OC27-MABlock-Weekday-21,28937127,30 E Rexdale To Bergamot,,0,2713003,300092,1,1
30,25OC27-MABlock-Weekday-21,28937128,30 E Rexdale To Bergamot,,0,2713887,300092,1,1
15,25OC27-MABlock-Weekday-21,28937129,15 E Drew To Westwood,,0,2712994,150080,1,1
15,25OC27-MABlock-Weekday-21,28937130,15 E Drew To Westwood,,0,2712995,150080,1,1
15,25OC27-MABlock-Weekday-21,28937131,15 E Drew To Westwood,,0,2712996,150080,1,1
15,25OC27-MABlock-Weekday-21,28937132,15 E Drew To Westwood,,0,2712994,150080,1,1
15,25OC27-MABlock-Weekday-21,28937133,15 E Drew To Westwood,,0,2712995,150080,1,1
15,25OC27-MABlock-Weekday-21,28937134,15 E Drew To Westwood,,0,2712996,150080,1,1
15,25OC27-MABlock-Weekday-21,28937135,15 E Drew To Westwood,,0,2712994,150080,1,1
15,25OC27-MABlock-Weekday-21,28937136,15 E Drew To Westwood,,0,2712995,150080,1,1
15,25OC27-MABlock-Weekday-21,28937137,15 E Drew To Westwood,,0,2712996,150080,1,1
15,25OC27-MABlock-Weekday-21,28937138,15 E Drew To Westwood,,0,2712997,150080,1,1
15,25OC27-MABlock-Weekday-21,28937139,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937140,15 E Drew To Westwood,,0,2712999,150080,1,1
15,25OC27-MABlock-Weekday-21,28937141,15 E Drew To Westwood,,0,2712997,150080,1,1
15,25OC27-MABlock-Weekday-21,28937142,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937143,15 E Drew To Westwood,,0,2712999,150080,1,1
15,25OC27-MABlock-Weekday-21,28937144,15 E Drew To Westwood,,0,2712997,150080,1,1
15,25OC27-MABlock-Weekday-21,28937145,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937146,15 E Drew To Westwood,,0,2712999,150080,1,1
15,25OC27-MABlock-Weekday-21,28937147,15 E Drew To Westwood,,0,2712997,150080,1,1
15,25OC27-MABlock-Weekday-21,28937148,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937149,15 E Drew To Westwood,,0,2712999,150080,1,1
15,25OC27-MABlock-Weekday-21,28937150,15 E Drew To Westwood,,0,2712997,150080,1,1
15,25OC27-MABlock-Weekday-21,28937151,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937152,15 E Drew To Westwood,,0,2712999,150080,1,1
15,25OC27-MABlock-Weekday-21,28937153,15 E Drew To Westwood,,0,2712997,150080,1,1
15,25OC27-MABlock-Weekday-21,28937154,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937155,15 E Drew To Westwood,,0,2713883,150080,1,1
15,25OC27-MABlock-Weekday-21,28937156,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937157,15 E Drew To Westwood,,0,2713883,150080,1,1
15,25OC27-MABlock-Weekday-21,28937158,15 E Drew To Westwood,,0,2712998,150080,1,1
15,25OC27-MABlock-Weekday-21,28937159,15 E Drew To Westwood,,0,2713883,150080,1,1
15,25OC27-MABlock-Weekday-21,28937160,15 E Drew To Westwood,,0,2712994,150082,1,1
15,25OC27-MABlock-Weekday-21,28937161,15 E Drew To Westwood,,0,2712995,150082,1,1
15,25OC27-MABlock-Weekday-21,28937162,15 E Drew To Westwood,,0,2712996,150082,1,1
15,25OC27-MABlock-Weekday-21,28937163,15 W Drew To Cardiff,,1,2712994,150085,1,1
15,25OC27-MABlock-Weekday-21,28937164,15 W Drew To Cardiff,,1,2712995,150085,1,1
15,25OC27-MABlock-Weekday-21,28937165,15 W Drew To Cardiff,,1,2712996,150085,1,1
15,25OC27-MABlock-Weekday-21,28937166,15 W Drew To Cardiff,,1,2712994,150085,1,1
15,25OC27-MABlock-Weekday-21,28937167,15 W Drew To Cardiff,,1,2712995,150085,1,1
15,25OC27-MABlock-Weekday-21,28937168,15 W Drew To Cardiff,,1,2712996,150085,1,1
15,25OC27-MABlock-Weekday-21,28937169,15 W Drew To Cardiff,,1,2712994,150085,1,1
15,25OC27-MABlock-Weekday-21,28937170,15 W Drew To Cardiff,,1,2712995,150085,1,1
15,25OC27-MABlock-Weekday-21,28937171,15 W Drew To Cardiff,,1,2712996,150085,1,1
15,25OC27-MABlock-Weekday-21,28937172,15 W Drew To Cardiff,,1,2712994,150085,1,1
15,25OC27-MABlock-Weekday-21,28937173,15 W Drew To Cardiff,,1,2712997,150085,1,1
15,25OC27-MABlock-Weekday-21,28937174,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937175,15 W Drew To Cardiff,,1,2712999,150085,1,1
15,25OC27-MABlock-Weekday-21,28937176,15 W Drew To Cardiff,,1,2712997,150085,1,1
15,25OC27-MABlock-Weekday-21,28937177,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937178,15 W Drew To Cardiff,,1,2712999,150085,1,1
15,25OC27-MABlock-Weekday-21,28937179,15 W Drew To Cardiff,,1,2712997,150085,1,1
15,25OC27-MABlock-Weekday-21,28937180,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937181,15 W Drew To Cardiff,,1,2712999,150085,1,1
15,25OC27-MABlock-Weekday-21,28937182,15 W Drew To Cardiff,,1,2712997,150085,1,1
15,25OC27-MABlock-Weekday-21,28937183,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937184,15 W Drew To Cardiff,,1,2712999,150085,1,1
15,25OC27-MABlock-Weekday-21,28937185,15 W Drew To Cardiff,,1,2712997,150085,1,1
15,25OC27-MABlock-Weekday-21,28937186,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937187,15 W Drew To Cardiff,,1,2712999,150085,1,1
15,25OC27-MABlock-Weekday-21,28937188,15 W Drew To Cardiff,,1,2712997,150085,1,1
15,25OC27-MABlock-Weekday-21,28937189,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937190,15 W Drew To Cardiff,,1,2713883,150085,1,1
15,25OC27-MABlock-Weekday-21,28937191,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937192,15 W Drew To Cardiff,,1,2713883,150085,1,1
15,25OC27-MABlock-Weekday-21,28937193,15 W Drew To Cardiff,,1,2712998,150085,1,1
15,25OC27-MABlock-Weekday-21,28937194,15 W Drew To Cardiff,,1,2713883,150085,1,1
7,25OC27-MABlock-Weekday-21,28937195,7 N Airport To Westwood,,0,2712988,70181,1,1
7,25OC27-MABlock-Weekday-21,28937196,7 N Airport To Westwood,,0,2712977,70181,1,1
7,25OC27-MABlock-Weekday-21,28937197,7 N Airport To Westwood,,0,2712989,70181,1,1
7,25OC27-MABlock-Weekday-21,28937198,7 N Airport To Westwood,,0,2712979,70181,1,1
7,25OC27-MABlock-Weekday-21,28937199,7 N Airport To Westwood,,0,2712990,70181,1,1
