route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
304,25OC27-CPBlock-Weekday-11,28926374,304 W Father Goetz Ss To School,,1,2716063,3040015,1,1
321,25OC27-CPBlock-Weekday-11,28926375,321 N  Stephen Lewis Ss To Joan Of Arc Ss,,0,2715979,3210028,1,1
321,25OC27-CPBlock-Weekday-11,28926376,321 N  Stephen Lewis Ss To Joan Of Arc Ss,,0,2715980,3210028,1,1
315,25OC27-CPBlock-Weekday-11,28926377,315 S Rick Hansen Ss To City Centre,,1,2716262,3150021,1,1
321,25OC27-CPBlock-Weekday-11,28926378,321 S Stephen Lewis Ss To Artesian,,1,2715959,3210027,1,1
321,25OC27-CPBlock-Weekday-11,28926379,321 S Stephen Lewis Ss To Artesian,,1,2716251,3210029,1,1
313,25OC27-CPBlock-Weekday-11,28926380,313 N Streetsville Ss To Meadowvale,,0,2715909,3130015,1,1
314,25OC27-CPBlock-Weekday-11,28926381,314 S Rick Hansen Ss To School,,1,2716149,3140028,1,1
314,25OC27-CPBlock-Weekday-11,28926382,314 N Rick Hansen Ss To Bristol,,0,2715958,3140029,1,1
302,25OC27-CPBlock-Weekday-11,28926383,302 W Philip Pocock Ss To City Centre,,1,2715955,3020024,1,1
13,25OC27-CPBlock-Weekday-11,28926384,13 S Glen Erin To Clarkson Go,,1,2716083,130139,1,1
315,25OC27-CPBlock-Weekday-11,28926385,315 N Rick Hansen Ss To School,,0,2715961,3150022,1,1
307,25OC27-CPBlock-Weekday-11,28926386,307 E Philip Pocock Ss To Kipling Terminal,,0,2715956,3070030,1,1
4,25OC27-CPBlock-Weekday-11,28926387,4 W North Service Road To Cooksville Go,,1,2716014,40190,1,1
4,25OC27-CPBlock-Weekday-11,28926388,4 E North Service Road To Sherway Gardens,,0,2716240,40199,1,1
306,25OC27-CPBlock-Weekday-11,28926389,306 S Streetsville Ss To Mavis,,1,2716250,3060013,1,1
2,25OC27-CPBlock-Weekday-11,28926390,2 N Hurontario To City Centre,,0,2716239,20022,1,1
8,25OC27-CPBlock-Weekday-11,28926391,8 N Cawthra To City Centre,,0,2716056,80241,1,1
8,25OC27-CPBlock-Weekday-11,28926392,8 N Cawthra To City Centre,,0,2716241,80241,1,1
13,25OC27-CPBlock-Weekday-11,28926393,13 N Glen Erin To Meadowvale,,0,2715989,130137,1,1
13,25OC27-CPBlock-Weekday-11,28926394,13 N Glen Erin To Meadowvale,,0,2715990,130140,1,1
2,25OC27-CPBlock-Weekday-11,28926395,2 S Hurontario To Port Credit Go,,1,2716040,20019,1,1
36,25OC27-CPBlock-Weekday-11,28926396,36 N Ridgeway To Winston Churchill Station,,0,2715914,360044,1,1
36,25OC27-CPBlock-Weekday-11,28926397,36 S Ridgeway To South Common,,1,2715915,360041,1,1
29,25OC27-CPBlock-Weekday-11,28926398,29 S Park Royal To Clarkson Go,,1,2715980,290117,1,1
29,25OC27-CPBlock-Weekday-11,28926399,29 N Park Royal To South Common,,0,2715993,290116,1,1
36,25OC27-CPBlock-Weekday-11,28926400,36 N Ridgeway To Winston Churchill Station,,0,2716245,360044,1,1
8,25OC27-CPBlock-Weekday-11,28926401,8 N Cawthra To City Centre,,0,2716074,80245,1,1
8,25OC27-CPBlock-Weekday-11,28926402,8 N Cawthra To City Centre,,0,2715907,80241,1,1
46,25OC27-CPBlock-Weekday-11,28926403,46 S Tenth Line To Erin Mills Station,,1,2716072,460044,1,1
302,25OC27-CPBlock-Weekday-11,28926404,302 W Philip Pocock Ss To City Centre,,1,2715917,3020024,1,1
2,25OC27-CPBlock-Weekday-11,28926405,2 S Hurontario To Port Credit Go,,1,2716153,20019,1,1
313,25OC27-CPBlock-Weekday-11,28926406,313 N Streetsville Ss To Meadowvale,,0,2715957,3130015,1,1
20,25OC27-CPBlock-Weekday-11,28926407,20 E Rathburn To Kipling Terminal,,0,2716060,200112,1,1
20,25OC27-CPBlock-Weekday-11,28926408,20 E Rathburn To Kipling Terminal,,0,2716243,200112,1,1
20,25OC27-CPBlock-Weekday-11,28926409,20 W Rathburn To City Centre,,1,2716244,200113,1,1
3,25OC27-CPBlock-Weekday-11,28926410,3 W Bloor To City Centre,,1,2716054,30125,1,1
36,25OC27-CPBlock-Weekday-11,28926411,36 S Ridgeway To South Common,,1,2715916,360041,1,1
307,25OC27-CPBlock-Weekday-11,28926412,307 W Philip Pocock Ss To School,,1,2715965,3070031,1,1
313,25OC27-CPBlock-Weekday-11,28926413,313 S Streetsville Ss To School,,1,2716078,3130016,1,1
8,25OC27-CPBlock-Weekday-11,28926414,8 S Cawthra To Port Credit Go,,1,2715967,80246,1,1
6,25OC27-CPBlock-Weekday-11,28926415,6 E Credit Woodlands To City Centre,,0,2716259,60143,1,1
13,25OC27-CPBlock-Weekday-11,28926416,13 S Glen Erin To Clarkson Go,,1,2716082,130139,1,1
38,25OC27-CPBlock-Weekday-11,28926417,38 N Creditview To Meadowvale,,0,2716084,380289,1,1
38,25OC27-CPBlock-Weekday-11,28926418,38 S Creditview To Cooksville Go,,1,2716028,380284,1,1
10,25OC27-CPBlock-Weekday-11,28926419,10 S Bristol City Centre,,1,2716070,100198,1,1
10,25OC27-CPBlock-Weekday-11,28926420,10 N Bristol To Meadowvale,,0,2716058,100200,1,1
10,25OC27-CPBlock-Weekday-11,28926421,10 N Bristol To Meadowvale,,0,2716076,100200,1,1
28,25OC27-CPBlock-Weekday-11,28926422,28 N Confederation To City Centre,,0,2716061,280133,1,1
46,25OC27-CPBlock-Weekday-11,28926423,46 N Tenth Line To Meadowvale,,0,2716077,460042,1,1
6,25OC27-CPBlock-Weekday-11,28926424,6 E Credit Woodlands To City Centre,,0,2716055,60143,1,1
23,25OC27-CPBlock-Weekday-11,28926425,23 W Lakeshore To Clarkson Go,,1,2715991,230096,1,1
2,25OC27-CPBlock-Weekday-11,28926426,2 N Hurontario To City Centre,,0,2715953,20021,1,1
28,25OC27-CPBlock-Weekday-11,28926427,28 S Confederation To Trillium,,1,2715992,280134,1,1
2,25OC27-CPBlock-Weekday-11,28926428,2 N Hurontario To City Centre,,0,2716257,20021,1,1
51,25OC27-CPBlock-Weekday-11,28926429,51 N Tomken To Bramalea Go,,0,2716062,510126,1,1
38,25OC27-CPBlock-Weekday-11,28926430,38 S Creditview To Cooksville Go,,1,2716246,380284,1,1
8,25OC27-CPBlock-Weekday-11,28926431,8 S Cawthra To Port Credit Go,,1,2715972,80246,1,1
8,25OC27-CPBlock-Weekday-11,28926432,8 N Cawthra To City Centre,,0,2715970,80242,1,1
8,25OC27-CPBlock-Weekday-11,28926433,8 N Cawthra To City Centre,,0,2716265,80241,1,1
8,25OC27-CPBlock-Weekday-11,28926434,8 S Cawthra To Port Credit Go,,1,2716159,80246,1,1
8,25OC27-CPBlock-Weekday-11,28926435,8 S Cawthra To Port Credit Go,,1,2715971,80246,1,1
14,25OC27-CPBlock-Weekday-11,28926436,14A W Lorne Park To Clarkson Go,,1,2716269,140057,1,1
14,25OC27-CPBlock-Weekday-11,28926437,14 W Lorne Park To Clarkson Go,,1,2716059,140058,1,1
46,25OC27-CPBlock-Weekday-11,28926438,46 N Tenth Line To Meadowvale,,0,2715954,460033,1,1
312,25OC27-CPBlock-Weekday-11,28926439,312 E Glenforest Ss To School,,0,2716142,3120015,1,1
312,25OC27-CPBlock-Weekday-11,28926440,312 W Glenforest Ss To City Centre,,1,2716139,3120014,1,1
315,25OC27-CPBlock-Weekday-11,28926441,315 S Rick Hansen Ss To City Centre,,1,2716064,3150021,1,1
321,25OC27-CPBlock-Weekday-11,28926442,321 S Stephen Lewis Ss To Artesian,,1,2715906,3210027,1,1
57,25OC27-CPBlock-Weekday-11,28926443,57 W Courtneypark To Sheridan College,,1,2715911,570152,1,1
51,25OC27-CPBlock-Weekday-11,28926444,51 S Tomken To Stanfield,,1,2715910,510129,1,1
13,25OC27-CPBlock-Weekday-11,28926445,13 S Glen Erin To Clarkson Go,,1,2716081,130139,1,1
110,25OC27-CPBlock-Weekday-11,28926446,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926447,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926448,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926449,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926450,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926451,110 N Express University Exp,,0,2715962,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926452,110 Express University Exp,,1,2715962,1100147,1,1
110,25OC27-CPBlock-Weekday-11,28926453,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926454,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926455,110 Express University Exp,,1,2715962,1100147,1,1
110,25OC27-CPBlock-Weekday-11,28926456,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926457,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926458,110 Express University Exp,,1,2715962,1100147,1,1
110,25OC27-CPBlock-Weekday-11,28926459,110 N Express University Exp,,0,2715962,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926460,110 N Express University Exp,,0,2715962,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926461,110 Express University Exp,,1,2715962,1100147,1,1
110,25OC27-CPBlock-Weekday-11,28926462,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926463,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926464,110 Express University Exp,,1,2716266,1100147,1,1
110,25OC27-CPBlock-Weekday-11,28926465,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926466,110 N Express University Exp,,0,2716266,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926467,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926468,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926469,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926470,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926471,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926472,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926473,110 Express University Exp,,1,2716266,1100147,1,1
110,25OC27-CPBlock-Weekday-11,28926474,110 N Express University Exp,,0,2716266,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926475,110 Express University Exp,,1,2716266,1100147,1,1
110,25OC27-CPBlock-Weekday-11,28926476,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926477,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926478,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926479,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926480,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926481,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926482,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926483,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926484,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926485,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926486,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926487,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926488,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926489,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926490,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926491,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926492,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926493,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926494,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926495,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926496,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926497,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926498,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926499,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926500,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926501,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926502,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926503,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926504,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926505,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926506,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926507,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926508,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926509,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926510,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926511,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926512,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926513,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926514,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926515,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926516,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926517,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926518,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926519,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926520,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926521,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926522,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926523,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926524,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926525,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926526,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926527,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926528,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926529,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926530,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926531,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926532,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926533,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926534,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926535,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926536,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926537,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926538,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926539,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926540,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926541,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926542,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926543,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926544,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926545,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926546,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926547,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926548,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926549,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926550,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926551,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926552,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926553,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926554,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926555,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926556,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926557,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926558,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926559,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926560,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926561,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926562,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926563,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926564,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926565,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926566,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926567,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926568,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926569,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926570,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926571,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926572,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926573,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926574,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926575,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926576,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926577,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926578,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926579,110A S Express University Exp,,1,2715965,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926580,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926581,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926582,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926583,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926584,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926585,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926586,110 N Express University Exp,,0,2716266,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926587,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926588,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926589,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926590,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926591,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926592,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926593,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926594,110A N Express University Exp,,0,2715965,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926595,110A S Express University Exp,,1,2716052,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926596,110A N Express University Exp,,0,2716052,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926597,110A S Express University Exp,,1,2716053,1100146,1,1
110,25OC27-CPBlock-Weekday-11,28926598,110A N Express University Exp,,0,2716053,1100144,1,1
110,25OC27-CPBlock-Weekday-11,28926599,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926600,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926601,110 S Express University Exp,,1,2716266,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926602,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926603,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926604,110 N Express University Exp,,0,2715961,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926605,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926606,110 N Express University Exp,,0,2715962,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926607,110 N Express University Exp,,0,2715963,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926608,110 S Express University Exp,,1,2715963,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926609,110 S Express University Exp,,1,2715964,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926610,110 N Express University Exp,,0,2715964,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926611,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926612,110 S Express University Exp,,1,2715962,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926613,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926614,110 N Express University Exp,,0,2715961,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926615,110 S Express University Exp,,1,2715961,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926616,110 N Express University Exp,,0,2715963,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926617,110 N Express University Exp,,0,2715964,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926618,110 N Express University Exp,,0,2715961,1100143,1,1
110,25OC27-CPBlock-Weekday-11,28926619,110 S Express University Exp,,1,2715960,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926620,110 N Express University Exp,,0,2715960,1100150,1,1
110,25OC27-CPBlock-Weekday-11,28926621,110 S Express University Exp,,1,2715961,1100149,1,1
110,25OC27-CPBlock-Weekday-11,28926622,110 S Express University Exp,,1,2715962,1100149,1,1
126,25OC27-CPBlock-Weekday-11,28926623,126 W Express Burnhamthorpe Exp,,1,2715906,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926624,126 E Express Burnhamthorpe Exp,,0,2715906,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926625,126 E Express Burnhamthorpe Exp,,0,2715917,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926626,126 W Express Burnhamthorpe Exp,,1,2715906,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926627,126 W Express Burnhamthorpe Exp,,1,2715917,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926628,126 E Express Burnhamthorpe Exp,,0,2715917,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926629,126 E Express Burnhamthorpe Exp,,0,2715906,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926630,126 W Express Burnhamthorpe Exp,,1,2715916,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926631,126 E Express Burnhamthorpe Exp,,0,2715916,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926632,126 W Express Burnhamthorpe Exp,,1,2715916,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926633,126 E Express Burnhamthorpe Exp,,0,2715916,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926634,126 W Express Burnhamthorpe Exp,,1,2713956,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926635,126 W Express Burnhamthorpe Exp,,1,2713957,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926636,126 E Express Burnhamthorpe Exp,,0,2713956,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926637,126 W Express Burnhamthorpe Exp,,1,2713957,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926638,126 E Express Burnhamthorpe Exp,,0,2713956,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926639,126 E Express Burnhamthorpe Exp,,0,2713957,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926640,126 W Express Burnhamthorpe Exp,,1,2713956,1260007,1,1
126,25OC27-CPBlock-Weekday-11,28926641,126 E Express Burnhamthorpe Exp,,0,2713957,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926642,126 E Express Burnhamthorpe Exp,,0,2713957,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926643,126 E Express Burnhamthorpe Exp,,0,2713956,1260011,1,1
126,25OC27-CPBlock-Weekday-11,28926644,126 W Express Burnhamthorpe Exp,,1,2713955,1260007,1,1
